name,primary_muscle_group,equipment,rating,pk,slug,primaryMuscles,secondaryMuscles,steps,notes,instructions
Horizontal Wood Chop – Band,,,,122.0,horizontal-wood-chop-band,['oblique'],['abdominal'],"['Attach a resistance band to a sturdy anchor point at waist height.', 'Stand perpendicular to the anchor point with feet shoulder-width apart and knees slightly bent.', 'Hold the resistance band with both hands and extend arms out in front of the body.', 'Rotate the torso and pull the band across the body towards the opposite hip.', 'Keep the arms straight and engage the core muscles throughout the movement.', 'Slowly return to the starting position', 'Repeat.']",,
Kneeling Push-Up,,,,123.0,kneeling-push-up,"['chest', 'shoulder - front', 'tricep']",['abdominal'],"['Start on your hands and knees, with your hands shoulder-width apart and your knees hip-width apart.', 'Extend your legs behind you, so that your body forms a straight line from your head to your heels.', 'Engage your core and glutes to keep your body in a straight line.', 'Lower your body towards the ground by bending your elbows, keeping them close to your body.', 'Pause when your chest is just above the ground.', 'Push yourself back up to the starting position by straightening your arms.', 'Repeat.']",,
Side Kicks – Band,,,,124.0,side-kicks-band,['thigh - outer'],['glute'],"['Stand with your feet hip-width apart and a resistance band around your ankles.', 'Engage your core and lift one leg out to the side, keeping it straight and the foot flexed.', 'Pause at the top of the movement, then slowly lower the leg back down to the starting position.', 'Repeat for the desired number of reps, then switch sides.']",,
Lateral Raise – Dumbbell,,,,125.0,lateral-raise-dumbbell,['shoulder - side'],['shoulder - front'],"['Stand with your feet shoulder-width apart and hold a dumbbell in each hand with your palms facing inward.', 'Keep your arms straight and lift them out to the sides until they are parallel to the floor.', 'Pause for a moment, then slowly lower the dumbbells back down to your sides.', 'Repeat.']",,
Front Raise – Barbell,,,,126.0,front-raise-barbell,['shoulder - front'],['shoulder - side'],"['Stand with your feet shoulder-width apart and your knees slightly bent.', 'Hold a barbell with an overhand grip, hands shoulder-width apart, and the bar resting on your thighs.', 'Keeping your arms straight, lift the barbell up in front of you until it reaches shoulder height.', 'Pause for a moment, then slowly lower the barbell back down to your thighs.', 'Repeat.']",,
One-Handed Row – Dumbbell,,,,127.0,one-handed-row-dumbbell,"['lat', 'shoulder - back', 'trap']","['bicep', 'forearm - inner', 'rotator cuff - back', 'rotator cuff - front']","['Stand with your feet shoulder-width apart and your knees slightly bent.', 'Hold a dumbbell in one hand with your palm facing your body.', 'Bend forward at the waist, keeping your back straight and your abs engaged.', 'Let the dumbbell hang straight down towards the floor.', 'Exhale and pull the dumbbell up towards your chest, keeping your elbow close to your body.', 'Squeeze your shoulder blades together at the top of the movement.', 'Inhale and slowly lower the dumbbell back down towards the floor.', 'Repeat for the desired number of reps, then switch sides and repeat.']",Brace yourself against a bench with your free hand to take some of the effort off your lower back.,
Roll-Up,,,,128.0,roll-up,['abdominal'],[],"['Lie on your back with your arms extended overhead and your legs straight.', 'Engage your core and slowly lift your head, neck, and shoulders off the ground.', 'Continue to roll up, reaching your arms towards your toes and keeping your legs straight.', 'Pause at the top of the movement, then slowly roll back down to the starting position.', 'Repeat.']",,
Inverted Row,,,,129.0,inverted-row,"['lat', 'shoulder - back', 'trap']","['bicep', 'forearm - inner', 'forearm - outer', 'rotator cuff - back', 'rotator cuff - front']","['Set up a bar in a rack or Smith machine to about waist height. Ensure it is secure.', 'Lie on the ground underneath the bar which should be set just above where you can reach from the ground.', 'Grab the bar with a wide overhand grip.', 'Extend your legs out in front of you, resting your heels on the ground with legs straight.', 'Straighten your body and tighten your core so your body is in a straight line from head to heels. This is your starting position.', 'Keep your elbows at a neutral angle, roughly 45 degrees away from your body, and pull your chest towards the bar while squeezing your shoulder blades together.', 'Pause briefly with your chest close to the bar.', 'Lower yourself slowly and controlled back to the starting position.']",Raise the bar higher to increase the angle of your body to the ground and make the exercise easier.,
Crunch,,,,130.0,crunch,['abdominal'],['oblique'],"['Start by lying flat on your back with your knees bent and feet flat on the ground.', 'Place your hands behind your head, with your elbows pointing outwards.', 'Engage your core muscles by pulling your belly button towards your spine.', 'Lift your head, neck, and shoulders off the ground, while keeping your lower back pressed into the floor.', 'Hold the contraction for a moment, then slowly lower yourself back down to the starting position.', 'Repeat.']","For additional intensity, hold a weight during the crunch. You have two options. One, you can place the weight on your upper chest. Two, you can hold the weight directly above your chest with straight arms except for a slight bend in your elbows.",
One-Handed Overhead Tricep Extension – Dumbbell,,,,131.0,one-handed-overhead-tricep-extension-dumbbell,['tricep'],[],"['Stand with your feet shoulder-width apart and hold a dumbbell in one hand.', 'Extend your arm straight up, holding the dumbbell above your head.', 'Bend your elbow and lower the dumbbell behind your head, keeping your upper arm stationary.', 'Pause for a moment, then extend your arm back up to the starting position.', 'Repeat for the desired number of reps, then switch to the other arm.']",,
Close-Grip Push-Up,,,,132.0,close-grip-push-up,"['chest', 'shoulder - front', 'tricep']",['abdominal'],"['Start in a plank position with your hands under your shoulders, or just slightly narrower, and your fingers pointing forward.', 'Lower your body towards the ground, keeping your elbows close to your sides.', 'Push back up to the starting position, keeping your core engaged and your body in a straight line.', 'Repeat.']",,
Behind the Neck Press – Barbell,,,,133.0,behind-the-neck-press-barbell,"['shoulder - front', 'shoulder - side']","['trap', 'tricep']","['Start by standing at a barbell rack with your feet shoulder-width apart and your knees slightly bent.', 'Grasp the barbell with a wide grip, with your palms facing forward and your hands slightly wider than your shoulders.', 'Lift the barbell up and bring it behind your head, resting it on your upper traps.', 'Press the barbell up towards the ceiling, keeping your elbows pointed out to the sides.', 'Lower the barbell back down to the starting position behind your head.', 'Repeat.']",,
Power Clean,,,,134.0,power-clean,"['glute', 'hamstring', 'quad', 'trap']","['calf', 'forearm - outer', 'lower back', 'shoulder - front']","['Place a barbell on the ground and stand with your feet hip-width apart, toes under the bar.', 'Bend at the hips and knees to grip the bar with an overhand grip slightly wider than shoulder width.', 'Bend your knees until your shins touch the bar, keeping your back flat and chest up. This is your starting position.', 'Lift the bar by extending your hips and knees, keeping the bar close to your body and your elbows straight.', 'As the bar passes your knees, aggressively extend your hips, shrug your shoulders, and then pull yourself under the bar.', 'Catch the bar in a partial squat position, with elbows forward and the bar resting on your shoulders.', 'Stand up straight to complete the movement.', 'Lower the bar to the ground carefully and set up for the next repetition.', 'Repeat for the desired number of repetitions.']",,
Deficit Deadlift,,,,135.0,deficit-deadlift,"['glute', 'hamstring', 'lower back']","['calf', 'forearm - inner', 'forearm - outer', 'trap', 'quad']","['Stand with your feet roughly hip-width apart on a step or plate that raises your body 2-4 inches (5-10 cm) off the ground.', 'Position a loaded barbell over the middle of your feet.', 'Bend at your hips and knees to reach down and grasp the barbell with both hands, slightly wider than shoulder-width apart, palms facing towards your body.', 'With a flat back, engage your core, flatten your shoulder blades and look ahead to keep your neck in a neutral position.', 'Stand up with the weight by pushing through your heels, keeping the bar close to your body, and driving your hips forward.', 'Straighten your legs and hips to come to a full standing position, with the barbell hanging in front of your thighs. Do not lean back at the top.', 'Pause briefly at the top of the lift while maintaining a tight core, and take a breath if needed.', 'Lower the barbell back to the ground by hinging at the hips and bending the knees, keeping the bar close to your body and your back straight.', 'Place the barbell back on the ground and return to the starting position, ready to perform the next repetition.']","The barbell travels extra distance since you've raised your body off the ground. With that extra stretch reaching for the barbell, this exercise is more difficult than a standard Deadlift.",
